id	bloque (no traducir)	titulo	cuerpo	enlace
12	Democracia Económica	Deseño dunha proposta alternativa á Estratexia Enerxética da Comisión Europea	Deseñaremos unha proposta comunitaria alternativa á actual Estratexia Enerxética da Comisión Europea, que evite a promoción do gas natural, a construción de infraestruturas gasísticas como eixo enerxético da Unión Europea e a creación dunha arquitectura legal internacional que aumente o poder das grandes corporacións enerxéticas fronte aos Estados (exemplificada polo TTIP, siglas en inglés do Tratado Transatlántico de Comercio e Investimento).	http://lasonrisadeunpais.es/fb-share/programa/gl/12.html
13	Democracia Económica	Identificación dos custos de transición da competencia	Promoveremos unha declaración da Comisión Europea na que se identifiquen os custos de transición á competencia (CTC) como axuda ilegal do Estado.	http://lasonrisadeunpais.es/fb-share/programa/gl/13.html
14	Democracia Económica	Participación cidadá e auditoría para a execuciónde grandes infraestruturas	"Apostaremos polo financiamento das obras de todos os investimentos en grandes infraestruturas que xa estean adxudicadas (AVE, autopistas, aeroportos, dársenas portuarias) e pola paralización de todas as que aínda non foran adxudicadas.
Realizaremos unha auditoría das grandes infraestruturas para clarificar a natureza das decisións de cada construción e os seus custos reais, co fin de establecer responsabilidades e evitar que se repitan os casos de aeroportos pantasma, autopistas de peaxe baleiras ou iniciativas coma o proxecto Castor de Castellón.
Así mesmo, estableceremos mecanismos de transparencia e participación cidadá nas contratacións de grandes infraestruturas. Estes novos métodos de decisión incluirán as variables social, ambiental e económica, de xeito que sempre resulten sostibles nestes tres ámbitos."	http://lasonrisadeunpais.es/fb-share/programa/gl/14.html
15	Democracia Económica	As bicicletas como base dunha mobilidade urbana sostible	"Facilitaremos a accesibilidade dos ciclistas aos transportes da rede de proximidade e de Metro en todas as áreas urbanas e metropolitanas.
Ademais, deseñaremos alternativas de xestión financeira das actuais concesións de transportes públicos. Faremos unha auditoría dos contratos vixentes, de xeito que se analicen os erros cometidos e se renegocien os contratos de operación e mantemento para asegurar a calidade ea seguridade dos servizos. Impulsaremos os transportes eléctricos, especialmente nas grandes cidades."	http://lasonrisadeunpais.es/fb-share/programa/gl/15.html
16	Democracia Económica	Garantía de acceso ao transporte público	Aseguraremos o acceso ao transporte público e garantiremos o dereito á mobilidade a todas as persoas mediante unha tarificación especial ou gratuíta para a poboación en risco de pobreza e exclusión social, así coma para os parados de longa duración.	http://lasonrisadeunpais.es/fb-share/programa/gl/16.html
17	Democracia Económica	Pacto Nacional pola Economía Produtiva	Elaboraremos un Pacto Nacional pola Economía Produtiva capaz de impulsar un acordo multilateral entre Goberno, patronal e sindicatos polo desenvolvemento industrial, que faga pivotar o centro de gravidade desde unha lóxica financeira ata unha lóxica produtiva. Deste xeito, situaremos no centro das prioridades industriais o investimento produtivo e a xeración de valor a medio e longo prazo, fronte á lóxica da maximización do valor accionarial que se xeneralizou na xestión empresarial. En todo caso, a reindustrialización non pode basearse nunha aposta pola competitividade a través dos prezos, xa que, ao descansar esta de xeito exclusivo na redución dos custos laborais e na contención da demanda doméstica, consolida unha especialización inadecuada incapaz de xerar empregos de calidade e salarios dignos.	http://lasonrisadeunpais.es/fb-share/programa/gl/17.html
18	Democracia Económica	Apoio aos clústeres para reverter o proceso de desindustrialización	"Reverteremos o proceso de desindustrialización, impulsaremos unha nova diversificación produtiva e potenciaremos un tecido produtivo innovador centrado no desenvolvemento das PEMES, identificando aqueles sectores emerxentes conectados coas industrias de rede.
Os clústeres, entendidos como instrumentos básicos de cooperación entre as empresas máis dinámicas dun sector e as administracións públicas, os centros de investigación e as universidades, deben converterse en ferramentas útiles para estender as mellores prácticas, impulsar a innovación e mellorar a produtividade global nas empresas do sector. Para iso, promoveremos unha nova conexión entre o global e o local mediante o impulso dos actuais clústeres industriais, a súa vinculación con plataformas de desenvolvemento rexional e a extensión das boas prácticas que xa existen nalgúns deles."	http://lasonrisadeunpais.es/fb-share/programa/gl/18.html
19	Democracia Económica	Aumento da diversificación industrial e aposta polo desenvolvemento dos servizos avanzados	Aumentaremos a diversificación industrial ao apostar polo desenvolvemento dos servizos avanzados, tanto os destinados ás empresas (investigación e desenvolvemento, enxeñería, deseño, marketing, mantemento e reparacións,loxística e distribución) como os comerciais e financeiros, en especial os que atenden directamente ás relacións entre empresas.	http://lasonrisadeunpais.es/fb-share/programa/gl/19.html
20	Democracia Económica	Creación de comités estratéxicos sectoriais	Crearemos comités estratéxicos sectoriais que permitan diagnosticar as necesidades de cada ámbito. A través do diálogo con todos os actores implicados promoveremos iniciativas destinadas a superar os principais retos de cada sector.	http://lasonrisadeunpais.es/fb-share/programa/gl/20.html
21	Democracia Económica	Impulso dunha política industrial centrada no desenvolvemento de competencias específicas	Impulsaremos unha política industrial centrada tanto no desenvolvemento de competencias específicas no terreo dos activos intanxibles, o acceso á tecnoloxía, os coñecementos de xestión en equipo e a participación dos traballadores como na diversificación da presenza xeográfica das empresas.	http://lasonrisadeunpais.es/fb-share/programa/gl/21.html
22	Democracia Económica	Aposta polas cláusulas sociais e a contratación pública como instrumentos de xeración de valor social	Potenciaremos a aplicación efectiva de cláusulas sociais para o acceso aos concursos públicos baseados en compromisos de creación de emprego, desenvolvemento local, cohesión social e responsabilidade social corporativa (RSC). Eliminaremos as trabas e condicións discriminatorias que poidan impedir ou prexudicar a competitividade dalgunhas destas empresas no seu acceso aos sistemas de contratación pública, á vez que favoreceremos os sistemas de autorización ou licenza non sometidos á normativa de contratación pública e permitidos nas directivas europeas, para a provisión da xestión de servizos sociais públicos ou a cargo de entidades sen ánimo de lucro.	http://lasonrisadeunpais.es/fb-share/programa/gl/22.html
23	Democracia Económica	Posta en marcha de fondos de investimento soberanos de carácter público	Poñeremos en marcha fondos de investimento soberanos de carácter público, do mesmo xeito que están a facer algúns países europeos, como estratexia para evitar o risco de desnacionalización ou desmembración de empresas estratéxicas e tamén para impedir que os fondos voitre tomen o control de compañías decisivas para o tecido produtivo.	http://lasonrisadeunpais.es/fb-share/programa/gl/23.html
24	Democracia Económica	Reforzo da competencia en sectores estratéxicos	Reforzaremos a competencia en sectores estratéxicos (sector enerxético, sector financeiro, sector de telecomunicacións), o cal provocará un abaratamento da actividade produtiva a escala nacional e permitirá reducir os déficits competitivos estruturais do noso tecido produtivo. Retomaremos, neste senso, as medidas de apoio ás enerxías renovables e o seu relevante papel no ámbito da investigación e a innovación.	http://lasonrisadeunpais.es/fb-share/programa/gl/24.html
25	Democracia Económica	Modernización dos servizos das telecomunicacións	Modernizaremos os servizos das telecomunicacións e, en particular, impulsaremos o despregamento das redes de fibra óptica cunha regulación axeitada que permita abrir o mercado actual.	http://lasonrisadeunpais.es/fb-share/programa/gl/25.html
26	Democracia Económica	Reorientación do investimento en infraestruturas públicas	Reorientaremos o investimento en infraestruturas públicas relacionadas coa construción residencial e o transporte por estrada cara a infraestruturas produtivas e tecnolóxicas que posibiliten a transición ao novo modelo produtivo (infraestruturas enerxéticas e de transporte colectivo, pero tamén de telecomunicacións e fornecemento de auga, entre outras).	http://lasonrisadeunpais.es/fb-share/programa/gl/26.html
27	Democracia Económica	Desenvolvemento da intermodalidade mediante a mellora das conexións ferroviarias dos portos	Desenvolveremos a intermodalidade por medio da mellora das conexións ferroviarias dos portos. O 60 % dos contedores que se moven nos cinco principais portos españois fano en tránsito cara a outros países; xa que logo, o principal desafío estratéxico é incrementar a oferta loxístico-portuaria española a través dunha mellora na conexión ferroviaria dos portos que os potencie como no intermodal.	http://lasonrisadeunpais.es/fb-share/programa/gl/27.html
28	Democracia Económica	Reorientación do sector da construción	Reorientaremos o sector da construción cara a actividades de rehabilitación, mellora da eficiencia enerxética en edificios e construcións, domótica e adaptación ás novas necesidades sociais, para favorecer o saneamento urbanístico.	http://lasonrisadeunpais.es/fb-share/programa/gl/28.html
29	Democracia Económica	Reparto da renda agraria e adaptación da normativa dos sectores agropecuario e pesqueiro	"Reformaremos o modelo de negociación e aplicaremos a Política Agraria Común (PAC) en España co obxectivo prioritario de mellorar tanto o reparto da renda agraria coma a promoción do interese público e ambiental.
Desenvolveremos iniciativas de creación e adaptación normativa dirixidas a articular un sector agropecuario e pesqueiro baseado en criterios de diversificación, sostenibilidade, economía social e familiar. Ademais, orientaremos a produción extensiva cara á aposta estratéxica da soberanía alimentaria, e adoptaremos medidas para a eliminación gradual do uso de organismos modificados xeneticamente na agricultura e na alimentación.
Promoveremos a adecuación e innovación normativa no sector pesqueiro para cumprir os obxectivos sociais e ambientais previstos (pero aínda incumpridos), co fin de programar transicións graduais entre as distintas artes pesqueiras e mellorar o deseño de baremos e o reparto de cotas."	http://lasonrisadeunpais.es/fb-share/programa/gl/29.html
30	Democracia Económica	Programa Nacional de Introdución á Investigación	"Estimularemos a vocación científica, incentivando o comezo da carreira científica en mozos estudantes con talento. Con este fin poñeremos en  funcionamento un Programa Nacional de Introdución á Investigación, orientado a estudantes de grado que destaquen durante os últimos anos de carreira, co obxectivo de que empecen a coñecer e desenvolver o traballo de investigación.
Estableceremos convenios de colaboración con centros de investigación de excelencia do país e contaremos co persoal laboral de cada centro.
Este programa incluirá criterios específicos de paridade e igualdade de xénero para fomentar unha maior integración das mulleres na carreira investigadora."	http://lasonrisadeunpais.es/fb-share/programa/gl/30.html
31	Democracia Económica	Achegamento da ciencia á sociedade: Centros de Innovación Cidadá	"Para achegar a ciencia a todos os eidos da vida diaria, propoñemos, por unha banda, a creación dos Centros de Innovación Cidadá, os cales servirán como punto de encontro entre a sociedade e a ciencia nos municipios, coa colaboración dos concellos e as universidades. Centraranse na difusión da ciencia, a innovación social e o desenvolvemento dunha auténtica ciencia cidadá, unha cultura da curiosidade e o saber facer.
Por outra banda, propoñemos a creación de Science Shops, unidades que, en colaboración con expertos, promoven a investigación mediante charlas, proxectos e estudos técnicos que resolvan as dúbidas e os problemas científicos concretos da cidadanía.

Paralelamente, desenvolveremos unha rede online de recursos científicos dirixida a toda a sociedade, con actividades que se poidan realizar en familia, en centros xuvenís, en centros de adultos, etcétera.
Tamén xeraremos lazos entre estes centros, os centros educativos, as universidades, os centros de investigación, as empresas científicas e o conxunto da sociedade.

Estableceranse visitas escolares aos núcleos de produción científica, unha iniciativa que irá acompañada dun traballo de difusión dos beneficios sociais que supoñen tales visitas. Desenvolveranse tamén actividades de divulgación en centros de maiores."	http://lasonrisadeunpais.es/fb-share/programa/gl/31.html
32	Democracia Económica	Redefinición da carreira investigadora	-  Deseñaremos unha carreira investigadora baseada no mérito e que ofreza un progreso laboral previsible a longo prazo.-  Apostaremos pola creación dunha única carreira académica para a universidade e para os Organismos Públicos de Investigación (OPIS), mediante a unificación dos procedementos de contratación, avaliación e mérito académico.-  Crearemos unha carreira profesional que inclúa o traballo en laboratorios e a xestión do I+D+i.-  Incluiremos unha carreira investigadora hospitalaria, independente da docencia universitaria e que recoñeza as peculiaridades do contexto hospitalario.-  Procederemos á revisión da escala salarial, asociada ao deseño da carreira investigadora, para adaptala ás responsabilidades de cada etapa e á media europea.-  Introduciremos medidas dirixidas a paliar a desigualdade de xénero existente, que crece de xeito progresivo ao longo das distintas etapas da carreira investigadora.	http://lasonrisadeunpais.es/fb-share/programa/gl/32.html
33	Democracia Económica	Portal online de investigación	"Co fin de aumentar a transparencia na investigación pública, crearemos un portal online de investigación que publicará a totalidade de ofertas de proxectos, convenios de colaboración e convocatorias de todo tipo, incluídas as de contratación e emprego realizadas por institucións de investigación públicas.
O portal recollerá todas as convocatorias públicas de I+D+i nun calendario bianual, de obrigado cumprimento, acordado entre o Goberno, as comunidades autónomas e outras axencias de financiamento público.
Tamén incluirá unha base de datos de acceso aberto cos perfís de investigadores e investigadoras, grupos de investigación, universidades, OPIS e proxectos de investigación de ámbito estatal.
Centralizará e publicará toda a información estatística do Sistema Español de Ciencia, Tecnoloxía e Innovación (SECTI): número de alumnos e alumnas, orzamentos, proxectos, etcétera."	http://lasonrisadeunpais.es/fb-share/programa/gl/33.html
34	Democracia Económica	Aposta polas investigadoras e os investigadores senior	-  Aumentaremos un 100 % todas as convocatorias posdoutorais dependentes do Goberno central.-  Potenciaremos a contratación indefinida e avaliable de investigadoras e investigadores principais no ámbito estatal español.-  Ampliaremos a lista de centros receptores máis aló dos OPIS coa inclusión de universidades e outras institucións públicas de excelencia.-  Definiremos e implantaremos o modelo avaliador de tales incorporacións.-  Melloraremos a difusión e o impacto das súas investigacións.	http://lasonrisadeunpais.es/fb-share/programa/gl/34.html
35	Democracia Económica	Garantía do acceso á cultura científica	"Garantiremos o acceso á cultura científica, con independencia da situación persoal, económica ou da autonomía funcional:
-  Os museos de ciencia serán gratuítos durante un día ao mes, para evitar diferenciacións sociais no acceso.-  Aseguraremos que todos os centros de investigación, museos, feiras e outros eventos científicos dispoñan de plans de acceso para as persoas con diversidade funcional.-  Fomentaranse xornadas de portas abertas en todos os centros de investigación e universidades para a poboación de calquera idade.-  Os medios de comunicación públicos ofrecerán contidos rigorosos e adecuados, co que se establecerá unha forte conexión entre a sociedade e a comunidade científica. Ademais, crearanse espazos de divulgación e debate científicos, adecuándoos aos distintos grupos de idade dos espectadores."	http://lasonrisadeunpais.es/fb-share/programa/gl/35.html
36	Democracia Económica	Recuperación do talento novo: convocatoria Margarita Comas	"Dentro do noso Plan de Rescate da Ciencia, presentamos a convocatoria extraordinaria dunha partida destinada á recuperación do talento novo: convocatoria Margarita Comas.
Grazas a esta convocatoria, contrataranse mozos investigadores que poderán establecerse e crear novos laboratorios no noso país. Os contratos terán unha duración de catro anos e, ao seu remate, poderase concorrer a un proceso de avaliación de obxectivos e estabilización laboral mediante un contrato indefinido.
Esta medida de choque, xunto con outras de longo alcance que propoñemos no noso programa, xerará postos de traballo directos no ámbito da investigación."	http://lasonrisadeunpais.es/fb-share/programa/gl/36.html
37	Democracia Económica	Pacto Estatal para a Ciencia e a Innovación	"A política científica e de innovación debe ser considerada unha cuestión de Estado. Buscarase un gran acordo con todos os axentes e os actores sociais para asumir responsabilidades e propoñer futuras melloras dun xeito coordinado, consensuado e independente dos cambios políticos.
A implantación deste pacto levará consigo a creación dunha Mesa pola Ciencia e Innovación.
Buscarase lograr un compromiso coas empresas para a contratación de persoal fronte á obtención de beneficios a curto prazo, cos axentes financeiros para facilitar o crédito necesario para desenvolver actividades científicas e cos axentes tecnolóxicos e de investigación para facilitar a transferencia de coñecemento."	http://lasonrisadeunpais.es/fb-share/programa/gl/37.html
38	Democracia Económica	Promoción da actividade innovadora no tecido empresarial	"Facilitaremos e promoveremos a innovación entre as empresas españolas, en especial entre as PEMES. Para iso, crearemos polos de coñecemento e desenvolvemento económico especializados en áreas e eidos determinados e localizados en diferentes rexións do Estado.
Estes polos promoverán e facilitarán a interacción de todos os protagonistas da cadea produtiva, de xeito similar aos modelos internacionais (Poles en Francia, Fraunhofer Institutes en Alemania, Catapult en Reino Unido) e nacionais (MCC-Mondragón Corporación Cooperativa ou COVAP en Andalucía)."	http://lasonrisadeunpais.es/fb-share/programa/gl/38.html
39	Democracia Económica	Estímulo do talento científico emigrado	-  Levaremos a cabo políticas para a creación de emprego en sectores con alto valor agregado.-  Fomentaremos o lanzamento de ofertas de traballo en proxectos de investigación a científicos emigrantes e investigadores estranxeiros e promoveremos a mobilidade e a internacionalización.-  Concederemos subvencións ás empresas baseadas na transferencia tecnolóxica e a innovación social.-  Convocaremos axudas para a creación de empresas e proxectos científicos, tecnolóxicos e de transferencia tecnolóxica con ofertas de traballo a investigadores españois no estranxeiro.-  Convocaremos axudas para o desenvolvemento de proxectos de investigación e tecnoloxía de asociacións de científicos no estranxeiro.	http://lasonrisadeunpais.es/fb-share/programa/gl/39.html
40	Democracia Económica	Investimento en ciencia e I+D+i responsable	"Devolveremos o investimento público en I+D+i aos niveis anteriores á crise e apostaremos por devolver os obxectivos de investimento en I+D+i nacionais a niveis europeos (2 % do PIB).
O obxectivo será alcanzar o 2,7 % de investimento en I+D+i do total dos Orzamentos Xerais do Estado (OXE) en 2017, e o 3 % en 2020.
Aseguraremos que os préstamos de fondos públicos a empresas desenvolvedoras de I+D+i se empreguen para o que inicialmente se idearon, e non como subvencións encubertas, para o que controlaremos que os fondos destinados ao investimento en I+D+i se executen ao 100 % do aprobado nos OXE."	http://lasonrisadeunpais.es/fb-share/programa/gl/40.html
41	Democracia Económica	Democratización dos OPIS	"Liberaremos os OPIS do control político e fomentaremos a gobernanza propia da investigación e a súa proxección a longo prazo.
Proporemos unha democratización profunda dos OPIS para promover a súa autonomía de xestión e investigadora.
Reformaremos os estatutos dos OPIS e implantaremos plans estratéxicos plurianuais adecuados a cada organismo. A transición cara á democratización institucional debe ir acompañada dunha correlativa asunción de responsabilidades e rendemento de contas."	http://lasonrisadeunpais.es/fb-share/programa/gl/41.html
42	Democracia Económica	Creación dun observatorio para a defensa da transparencia no acceso e xestión das institucións investigadoras e universitarias	"Co fin de rematar coa falta de transparencia, especialmente nos procesos de selección e acceso nas institucións investigadoras ou universitarias, crearemos un observatorio para a defensa da transparencia no acceso e xestión das institucións investigadoras e universitarias.
Ademais, o observatorio actuará contra outros problemas sistémicos destas institucións que provocan arbitrariedades e inxustizas no acceso á carreira docente e á investigadora, como, por exemplo, a situación de precariedade do seu persoal.
O observatorio formará parte dunha futura axencia de avaliación e servirá de sistema de alerta sobre os problemas de transparencia nos órganos e procesos das institucións públicas de investigación e universidades.
Será un organismo aberto á cidadanía e receptivo a queixas sobre a falta de transparencia e equidade no sistema español de investigación."	http://lasonrisadeunpais.es/fb-share/programa/gl/42.html
43	Democracia Económica	Investigación e docencia flexibles e autónomas	"Promoveremos unha mellora do sistema público de avaliación docente e investigadora que garanta a promoción da innovación e a autonomía en todos os niveis da investigación e a educación.
Cambiaremos as vellas estruturas de xerarquía piramidal con designacións (e destitucións) feitas polo Estado e avanzaremos cara a unha gobernanza baseada na meritocracia, na que os responsables da xestión rendan contas sobre os seus resultados ante o Parlamento, ante os propios colectivos xestionados e ante a sociedade en xeral."	http://lasonrisadeunpais.es/fb-share/programa/gl/43.html
44	Democracia Económica	Plan integral de loita contra a fraude	"Poñeremos en marcha un plan integral de loita contra a fraude que integre as seguintes actuacións:

-  Desenvolvemento dun estatuto básico na Axencia Estatal de Administración Tributaria (AEAT) para garantir: a súa autonomía, unha dirección profesional e obxectiva, a erradicación do uso partidario da institución e a obriga de deseñar plans estratéxicos consistentes. O Parlamento nomeará ao director xeral da AEAT.
-  Fomento da coordinación entre as distintas administracións tributarias que operan no noso territorio: procurarase a súa integración en rede, o fluxo da información mediante bases de dados integradas e a adopción de estratexias e obxectivos comúns.
-  Aprobación dunha lei anual tributaria e de medidas de loita contra a fraude e a evasión fiscal. Esta norma recollerá as modificacións lexislativas que se deriven da aplicación do contrato (programa a cinco anos da AEAT durante o exercicio de referencia). A lei debaterase e aprobarase unha vez celebrado o control anual por parte do Parlamento coa intervención das comunidades autónomas dos resultados na xestión dos tributos realizada pola AEAT e polos servizos e axencias tributarias autonómicas.
-  Oferta de emprego público. Incremento gradual do persoal da AEAT, acorde coas súas posibilidades loxísticas e as necesidades de cualificación profesional.
-  Constitución dunha comisión de expertos contra a fraude fiscal que propoña  medidas de contención da volatilidade fiscal, a evasión, a erosión de bases e o traslado de beneficios.
-  Aprobación dun paquete de medidas contra os paraísos fiscais no que se aborden os seguintes aspectos: medidas para coñecer os titulares das contas bancarias en paraísos fiscais, medidas sobre transparencia financeira, medidas de supervisión e control, e medidas sancionadoras. Estas medidas desenvolveranse con especial atención para o caso dos grupos multinacionais.
-  Eliminación de pantallas tributarias. Revisarase a fiscalidade das sicav, as socimi, as sociedades de capital risco e as Entidades de Tenencia de Valores Estranxeiros (ETVE) para velar polo investimento produtivo e a equidade fiscal. Revisarase a redacción dos convenios co fin de evitar a dobre imposición para incorporar normas antivasión."	http://lasonrisadeunpais.es/fb-share/programa/gl/44.html
45	Democracia Económica	Ampliación a dez anos do prazo de prescrición dos delitos fiscais	Tipificación do delito fiscal a partir dos 50.000 euros defraudados. Rebaixaremos e homoxeneizaremos a contía para considerar obxectivamente a comisión dun presunto delito fiscal coas establecidas respecto das defraudacións aos orzamentos da Unión Europea e á Seguridade Social en 50 000 euros, para o que ampliaremos o prazo de prescrición a dez anos e aplicaremos as penas previstas actualmente para o tipo agravado cando o importe do defraudado supere os 120 000 euros.	http://lasonrisadeunpais.es/fb-share/programa/gl/45.html
