id	bloque (no traducir)	titulo	cuerpo	enlace
11	Democracia Económica	Garantía por llei del accesu a un suministru mínimu.	"Vamos desarrollar una llei orgánica que garantice l’accesu a un suministru mínimu. Consideraremos l’accesu a la enerxía como un serviciu públicu, independientemente de que sía xestionada por instituciones públiques o privaes. Nun se va proceder al corte de suministru de lletricidá o gas cuando se trate de la vivienda habitual del consumidor y cuando l’impagu de la factura se deba a motivos ayenos a la so voluntá y, en particular, a una situación de probeza sobrevenida.

- Va establecese un mínimu vital de lletricidá y gas mensual por casa. En tando constatada una situación de probeza, el pagu d’esi suministru mínimu vital nun pue suponer más del 10 % de los ingresos mensuales de la casa. Los servicios sociales van determinar la cantidá exacta que cada casa en situación de probeza ha pagar pol suministru mínimu.
- El consumidor va tener derechu a les mesmes condiciones d’accesu al suministru pel periodo d’un añu, un derechu que se va poder ampliar añalmente y de manera indefinida mientres la situación de probeza persista.
- Les compañes suministradores nun van poder repercutir la correspondiente cayida de los ingresos al restu de consumidores o esixí-yla al Estáu."	http://lasonrisadeunpais.es/fb-share/programa/ast/11.html
12	Democracia Económica	Diseñu d’una propuesta alternativa a la Estratexa Enerxética de la Comisión Europea.	Vamos diseñar una propuesta comunitaria alternativa a l’actual Estratexa Enerxética de la Comisión Europea, qu’evite la promoción del gas natural, la construcción d’infraestructures gasístiques como exa enerxética de la Unión Europea y la creación d’una arquitectura llegal internacional qu’aumente’l poder de les grandes corporaciones enerxétiques frente a los Estaos (exemplificada pol TTIP, sigles n’inglés del Tratáu Tresatlánticu de Comerciu y Inversión).	http://lasonrisadeunpais.es/fb-share/programa/ast/12.html
13	Democracia Económica	Identificación de los costos de transición de la competencia	Vamos promover una declaración de la Comisión Europea na que s’identifiquen los costos de transición a la competencia (CTC) como ayuda illegal del Estáu.	http://lasonrisadeunpais.es/fb-share/programa/ast/13.html
14	Democracia Económica	Participación ciudadana y auditoría pa la execución de grandes infraestructures.	"Vamos apostar pol acabu de les obres de toles inversiones en grandes infraestructures que yá tean axudicaes (AVE, autopistes, aeropuertos, dársenes portuaries) y pola paralización de toles que nun fueren axudicaes.

- Vamos realizar una auditoría de les grandes infraestructures pa clarificar la naturaleza de les decisiones de cada construcción y los sos costos reales, cola fin d’establecer responsabilidaes y evitar que se repitan los casos d’aeropuertos pantasma, autopistes de peaxe vacíes o iniciatives como’l proyectu Castor de Castelló.
- Tamién vamos establecer mecanismos de tresparencia y participación ciudadana nes contrataciones de grandes infraestructures. Estos métodos nuevos de decisión van incluyir les variables social, ambiental y económica, de manera que siempre resulten sostenibles nestos trés ámbitos."	http://lasonrisadeunpais.es/fb-share/programa/ast/14.html
15	Democracia Económica	Les bicicletes como base d’una movilidá urbana sostenible.	"Vamos facilitar l’accesibilidá de los ciclistes a los tresportes de la rede de cercaníes y de metro en toles árees urbanes y metropolitanes.
- Amás, vamos diseñar alternatives de xestión financiera de les actuales concesiones de tresportes públicos. Vamos auditar los contratos vixentes, de manera que s’analicen los errores cometíos y se renegocien los contratos d’operación y mantenimientu p’asegurar la calidá y la seguridá de los servicios.
- Vamos impulsar los tresportes llétricos, sobre manera nes ciudaes grandes."	http://lasonrisadeunpais.es/fb-share/programa/ast/15.html
16	Democracia Económica	Garantía d’accesu al tresporte públicu.	Vamos asegurar l’accesu al tresporte públicu y garantizar el derechu a la movilidá a toles persones mediante una tarificación especial o gratuita pa la población en riesgu de probeza y esclusión social, y tamién pa los paraos de llarga duración.	http://lasonrisadeunpais.es/fb-share/programa/ast/16.html
17	Democracia Económica	Pactu Nacional pola Economía Productiva.	Vamos ellaborar un Pactu Nacional pola Economía Productiva que sía quien a impulsar un acuerdu multillateral ente gobiernu, patronal y sindicatos pol desarrollu industrial, que faiga pivotar el centru de gravedá dende una lóxica financiera hasta una lóxica productiva. D’esta miente, vamos asitiar nel centru de les prioridaes industriales la inversión productiva y la xeneración de valor a mediu y llargu plazu, frente a la lóxica de la maximización del valor accionarial que se vieno xeneralizando na xestión empresarial. En tou casu, la reindustrialización nun pue basase nuna apuesta pola competitividá a traviés de los precios, yá que, al descansar esta de forma esclusiva na reducción de los costos llaborales y na contención de la demanda doméstica, consolida una especialización inadecuada incapaz de xenerar empleos de calidá y salarios dignos.	http://lasonrisadeunpais.es/fb-share/programa/ast/17.html
18	Democracia Económica	Apoyu a los clústeres pa revertir el procesu de desindustrialización.	"Vamos tornar el procesu de desindustrialización, vamos impulsar una diversificación productiva nueva y vamos potenciar un texíu productivu innovador volcáu nel desarrollu de les pymes, identificando aquellos sectores emerxentes conectaos coles industries de rede.

- Los clústeres, entendíos como preseos básicos de cooperación ente les empreses más dinámiques d’un sector y les alministraciones públiques, los centros d’investigación y les universidaes, han convertise en ferramientes amañoses pa esparder les meyores práctiques, impulsar la innovación y ameyorar la productividá global nes empreses del sector. Pa ello, vamos promover una conexón nueva ente lo global y lo local mediante l’impulsu de los clústeres industriales actuales, la so vinculación con plataformes de desarrollu rexonal y la estensión de les bones práctiques que yá existen en dalgunos d’ellos."	http://lasonrisadeunpais.es/fb-share/programa/ast/18.html
19	Democracia Económica	Aumentu de la diversificación industrial y apuesta pol desarrollu de los servicios avanzaos.	Vamos aumentar la diversificación industrial al apostar pol desarrollu de los servicios avanzaos, tanto los destinaos a les empreses (investigación y desarrollu, inxeniería, diseñu, marketing, mantenimientu y reparaciones, loxística y distribución) como los comerciales y financieros, sobre manera los qu’atienden directamente a les rellaciones ente empreses.	http://lasonrisadeunpais.es/fb-share/programa/ast/19.html
20	Democracia Económica	Creación de comités estratéxicos sectoriales.	Vamos crear comités estratéxicos sectoriales que permitan diagnosticar les necesidaes de cada ámbitu. A traviés del diálogu con tolos actores implicaos vamos promover iniciatives destinaes a superar los principales retos de cada sector.	http://lasonrisadeunpais.es/fb-share/programa/ast/20.html
21	Democracia Económica	Impulsu d’una política industrial centrada nel desarrollu de competencies específiques.	Vamos impulsar una política industrial centrada tanto nel desarrollu de competencies específiques nel terrén de los activos intanxibles, l’accesu a la tecnoloxía, los conocimientos de xestión n’equipu y la participación de los trabayadores como na diversificación de la presencia xeográfica de les empreses.	http://lasonrisadeunpais.es/fb-share/programa/ast/21.html
22	Democracia Económica	Apuesta poles cláusules sociales y la contratación pública como preseos de xeneración de valor social.	Vamos potenciar l’aplicación efectiva de cláusules sociales pal accesu a los concursos públicos basaos en compromisos de creación d’empléu, desarrollu local, cohesión social y responsabilidá social corporativa (RSC). Vamos eliminar los pilancos y les condiciones discriminatories que puedan impedir o perxudicar la competitividá de dalgunes d’estes empreses nel so accesu a los sistemes de contratación pública, al tiempu que vamos favorecer los sistemes d’autorización o llicencia non sometíos a la normativa de contratación pública y permitíos nes directives europees, pa la provisión de la xestión de servicios sociales públicos o a cargu d’entidaes ensin porgüeyu económicu.	http://lasonrisadeunpais.es/fb-share/programa/ast/22.html
23	Democracia Económica	Puesta en marcha de fondos d’inversión soberanos de carácter públicu.	"Vamos poner en marcha fondos d’inversión soberanos de carácter públicu, lo mesmo que tán faciendo dalgunos
países europeos, como estratexa pa evitar el riesgu de desnacionalización o esmembración d’empreses estratéxiques y tamién pa impedir que los fondos utre garren el control de compañes decisives pal texíu productivu."	http://lasonrisadeunpais.es/fb-share/programa/ast/23.html
24	Democracia Económica	Refuerzu de la competencia en sectores estratéxicos.	Vamos reforzar la competencia en sectores estratéxicos (sector enerxéticu, sector financieru, sector de telecomunicaciones), lo que va provocar un abaratamientu de l’actividá productiva a escala estatal y va permitir reducir los déficits competitivos estructurales del nuestru texíu productivu. Nesti sen vamos retomar les midíes d’apoyu a les enerxíes renovables y el so papel relevante nel ámbitu de la investigación y la innovación.	http://lasonrisadeunpais.es/fb-share/programa/ast/24.html
25	Democracia Económica	Modernización de los servicios de les telecomunicaciones.	Vamos modernizar los servicios de les telecomunicaciones y, en particular, vamos impulsar el despliegue de les redes de fibra óptico con una regulación adecuada que permita abrir el mercáu actual.	http://lasonrisadeunpais.es/fb-share/programa/ast/25.html
26	Democracia Económica	Reorientación de la inversión n’infraestructures públiques	Vamos reorientar la inversión n’infraestructures públiques rellacionaes cola construcción residencial y el tresporte per carretera hacia infraestructures productives y tecnolóxiques que posibiliten la transición al modelu productivu nuevu (infraestructures enerxétiques y de tresporte colectivu, pero tamién de telecomunicaciones y suministru d’agua, ente otres).	http://lasonrisadeunpais.es/fb-share/programa/ast/26.html
27	Democracia Económica	Desarrollu de la intermodalidá mediante la meyora de les conexones ferroviaries de los puertos.	Vamos desarrollar la intermodalidá per medio de l’ameyoramientu de les conexones ferroviaries de los puertos. El 60 % de los contenedores que se mueven nos cinco principales puertos españoles faenlo en tránsitu hacia otros países; polo tanto, el principal desafíu estratéxicu ye incrementar la oferta loxístico-portuaria española con una meyora na conexón ferroviaria de los puertos que los potencie como ñuedu intermodal.	http://lasonrisadeunpais.es/fb-share/programa/ast/27.html
28	Democracia Económica	Reorientación del sector de la construcción.	Vamos reorientar el sector de la construcción hacia actividaes de rehabilitación, meyora de la eficiencia enerxética n’edificios y construcciones, domótica y adaptación a les necesidaes sociales nueves, pa favorecer el saniamientu urbanísticu.	http://lasonrisadeunpais.es/fb-share/programa/ast/28.html
29	Democracia Económica	Repartu de la renta agraria y adaptación de la normativa de los sectores agropecuariu y pesqueru.	"Vamos reformar el modelu de negociación y aplicar la Política Agraria Común (PAC) nel Estáu español col oxetivu prioritariu d’ameyorar lo mesmo’l repartu de la renta agraria como la promoción del interés públicu y ambiental. Vamos desarrollar iniciatives de creación y adaptación normativa dirixíes a articular un sector agropecuariu y pesqueru basáu en criterios de diversificación, sostenibilidá, economía social y familiar. Amás, vamos orientar la producción estensiva hacia l’apuesta estratéxica de la soberanía alimentaria.

Vamos promover l’adecuación y la innovación normativa nel sector pesqueru pa cumplir los oxetivos sociales y ambientales previstos (pero tovía incumplíos), cola fin de programar transiciones graduales ente les distintes artes pesqueres y ameyorar el diseñu de baremos y el repartu de cuotes."	http://lasonrisadeunpais.es/fb-share/programa/ast/29.html
30	Democracia Económica	Programa Nacional d’Introducción a la Investigación.	"Vamos estimular la vocación científica, incentivando l’empiezu de la carrera científica n’estudiantes xóvenes con talentu. Con esta fin vamos poner en funcionamientu un Programa Nacional d’Introducción a la Investigación, orientáu a estudiantes de grau que destacaren nos últimos años de carrera, col oxetivu de qu’emprimen a conocer y desarrollar el trabayu d’investigación.

Vamos establecer convenios de collaboración con centros d’investigación d’escelencia del país y vamos contar col personal llaboral de cada centru.

Esti programa va incluyir criterios específicos de paridá y igualdá de xéneru pa fomentar una integración mayor de les muyeres na carrera investigadora.
Vamos establecer convenios de collaboración con centros d’investigación d’escelencia del país y vamos contar col personal llaboral de cada centru.

Esti programa va incluyir criterios específicos de paridá y igualdá de xéneru pa fomentar una integración mayor de les muyeres na carrera investigadora."	http://lasonrisadeunpais.es/fb-share/programa/ast/30.html
31	Democracia Económica	Acercamientu de la ciencia a la sociedá: Centros d’Innovación Ciudadana.	"P’acercar la ciencia a tolos ámbitos de la vida diaria, proponemos, per un llau, crear Centros d’Innovación Ciudadana, que van sirvir como puntu d’alcuentru ente la sociedá y la ciencia nos conceyos, cola collaboración de les Cases Conceyu y les universidaes. Van centrase na difusión de la ciencia, la innovación social y el desarrollu d’una auténtica ciencia ciudadana, una cultura de la curiosidá y el saber facer. Per otru llau, proponemos la creación de Science Shops, unidaes que, en collaboración con espertos, promueven la investigación mediante charles, proyectos y estudios técnicos que resuelvan les duldes y los problemes científicos concretos de la ciudadanía.

Paralelamente, vamos desarrollar una rede online de recursos científicos dirixida a tola sociedá, con actividaes que se puedan realizar en familia, en centros xuveniles, en centros d’adultos, etcétera.

Tamién vamos xenerar llazos ente estos centros, los centros educativos, les universidaes, los centros d’investigación, les empreses científiques y el conxuntu de la sociedá.

Van establecese visites escolares a los núcleos de producción científica, una iniciativa que va dir acompañada d’un trabayu de difusión de los beneficios sociales que suponen tales visites. Van desarrollase tamién actividaes de divulgación en centros de mayores."	http://lasonrisadeunpais.es/fb-share/programa/ast/31.html
32	Democracia Económica	Redefinición de la carrera investigadora.	"Vamos diseñar una carrera investigadora basada nel méritu y qu’ofreza un progresu llaboral previsible a llargu plazu.

Vamos apostar pola creación d’una única carrera académica pa la universidá y pa los organismos públicos d’investigación (OPIS), mediante la unificación de los procedimientos de contratación, evaluación y méritu académicu.

Vamos crear una carrera profesional qu’incluya’l trabayu en llaboratorios y la xestión de la I+D+i.

Vamos incluyir una carrera investigadora hospitalaria, independiente de la docencia universitaria y que reconoza les peculiaridaes del contestu hospitalariu.

Vamos proceder a la revisión de la escala salarial, asociada al diseñu de la carrera investigadora, p’adaptala a les responsabilidaes de cada etapa y a la media europea.

Vamos introducir midíes dirixíes a amenorgar la desigualdá de xéneru existente, que crez de manera progresiva a lo llargo de les distintes etapes de la carrera investigadora."	http://lasonrisadeunpais.es/fb-share/programa/ast/32.html
33	Democracia Económica	Portal online d’investigación.	"Cola fin d’aumentar la tresparencia na investigación pública, vamos crear un portal online d’investigación que va publicar la totalidá d’ufiertes de proyectos, convenios de collaboración y convocatories de tou tipu, incluyíes les de contratación y empléu realizaes por instituciones d’investigación públiques.

El portal va recoyer toles convocatories públiques d’I+D+i nun calandariu biañal, de cumplimientu obligáu, acordáu ente’l gobiernu, les comunidaes autónomes y otres axencies de financiación pública.

Tamién va incluyir una base de datos d’accesu abiertu colos perfiles d’investigadores, grupos d’investigación, universidaes, OPIS y proyectos d’investigación d’ámbitu estatal.

Va centralizar y publicar tola información estadística del Sistema Español de Ciencia, Tecnoloxía y Innovación (SECTI): númberu d’alumnos y alumnes, presupuestos, proyectos, etcétera."	http://lasonrisadeunpais.es/fb-share/programa/ast/33.html
34	Democracia Económica	Apuesta poles y polos investigadores senior.	"Vamos aumentar un 100 % toles convocatories posdoctorales dependientes del gobiernu central.

Vamos potenciar la contratación indefinida y evaluable d’investigadores principales nel ámbitu estatal español.

Vamos ampliar la llista de centros receptores más allá de los OPIS cola inclusión d’universidaes y otres instituciones públiques d’escelencia.

Vamos definir y implantar el modelu evaluador d’eses incorporaciones.

Vamos ameyorar la difusión y l’impactu de les sos investigaciones."	http://lasonrisadeunpais.es/fb-share/programa/ast/34.html
35	Democracia Económica	Garantía del accesu a la cultura científica.	"Vamos garantizar l’accesu a la cultura científica, con independencia de la situación personal, económica o de l’autonomía funcional:

- Los museos de ciencia van ser gratuitos un día al mes, pa evitar diferenciaciones sociales nel accesu.
- Vamos asegurar que tolos centros d’investigación, museos, feries y otros eventos científicos dispongan de planes d’accesu pa les persones con diversidá funcional.
- Van fomentase xornaes de puertes abiertes en tolos centros d’investigación y universidaes pa la población de cualquier edá.
- Los medios de comunicación públicos van ofrecer conteníos rigorosos y adecuaos, colo que se va establecer una conexón fuerte ente la sociedá y la comunidá científica. Amás, van crease espacios de divulgación y debate científicos, adecuándolos a los distintos grupos d’edá de los espectadores."	http://lasonrisadeunpais.es/fb-share/programa/ast/35.html
36	Democracia Económica	Recuperación del talentu xoven: convocatoria Margarita Comas	"Dientro del nuestru Plan de Rescate de la Ciencia, presentamos la convocatoria estraordinaria d’una partida destinada a la recuperación del talentu xoven: convocatoria Margarita Comas.

Gracies a esta convocatoria, van contratase investigadores xóvenes que van poder establecese y crear llaboratorios nuevos nel nuestru Estáu. Los contratos van tener una duración de cuatro años y, al acabu, va poder concurrise a un procesu d’evaluación d’oxetivos y estabilización llaboral con un contratu indefiníu.

Esta midida de choque, xunto con otres de llargu percorríu que proponemos nel nuestru programa, va xenerar puestos de trabayu directos nel ámbitu de la investigación."	http://lasonrisadeunpais.es/fb-share/programa/ast/36.html
37	Democracia Económica	Pactu Nacional pa la Ciencia y la Innovación.	"La política científica y d’innovación ha considerásela una cuestión d’Estáu. Va buscase un gran acuerdu con tolos axentes y los actores sociales p’asumir responsabilidaes y proponer futures meyores d’una manera coordinada, consensuada y independiente de los cambios políticos.

La execución d’esti pactu va conllevar la creación d’una Mesa pola Ciencia y la Innovación.

Va buscase llograr un compromisu coles empreses pa la contratación de personal frente a la obtención de beneficios a curtiu plazu, colos axentes financieros pa facilitar el creitu necesario pa desarrollar actividaes científiques y colos axentes tecnolóxicos y d’investigación pa facilitar la tresferencia de conocimientu."	http://lasonrisadeunpais.es/fb-share/programa/ast/37.html
38	Democracia Económica	Promoción de l’actividá innovadora nel texíu empresarial.	"Vamos facilitar y promover la innovación ente les empreses españoles, sobre manera ente les pymes. Pa ello, vamos crear polos de conocimientu y desarrollu económicu especializaos n’árees y ámbitos determinaos y allugaos en diferentes rexones del Estáu.

Estos polos van promover y facilitar la interacción de tolos protagonistes de la cadena productiva, de manera asemeyada a los modelos internacionales (Poles en Francia, Fraunhofer Institutes n’Alemaña, Catapult en Reinu Xuníu) y nacionales (MCC-Mondragón Corporación Cooperativa o COVAP n’Andalucía)."	http://lasonrisadeunpais.es/fb-share/programa/ast/38.html
39	Democracia Económica	Estímulu al retornu del talentu científicu emigráu.	"Vamos entamar polítiques pa la creación d’empléu en sectores con altu valor agregáu. Vamos fomentar el llanzamientu d’ufiertes de trabayu en proyectos d’investigación a científicos emigrantes y investigadores estranxeros y vamos promover la movilidá y la internacionalización.

Vamos conceder subvenciones a les empreses basaes na tresferencia tecnolóxica y la innovación social.

Vamos convocar ayudes pa la creación d’empreses y proyectos científicos, tecnolóxicos y de tresferencia tecnolóxica con ufiertes de trabayu a investigadores españoles nel estranxeru.

Vamos convocar ayudes pal desarrollu de proyectos d’investigación y tecnoloxía d’asociaciones de científicos nel estranxeru."	http://lasonrisadeunpais.es/fb-share/programa/ast/39.html
40	Democracia Económica	Inversión na ciencia y I+D+i responsable.	"Vamos devolver la inversión pública n’I+D+i a los niveles anteriores a la crisis y vamos apostar por devolver los oxetivos d’inversión n’I+D+i estatales a niveles europeos (2 % del PIB).

L’oxetivu ye algamar el 2,7 % d’inversión n’I+D+i del total de los Presupuestos Xenerales del Estáu (PXE) nel 2017, y el 3 % nel 2020.

Vamos asegurar que los empréstamos de fondos públicos a empreses desarrolladores d’I+D+i s’usen pa lo que s’idearon de mano, y non como subvenciones encubiertes, pa lo que vamos controlar que los fondos destinaos a la inversión n’I+D+i s’executen al 100 % de lo aprobao nos PXE."	http://lasonrisadeunpais.es/fb-share/programa/ast/40.html
41	Democracia Económica	Democratización de los OPIS.	"Vamos lliberar los OPIS del control políticu y vamos fomentar la gobernanza propia de la investigación y la so proyección a llargu plazu.

Vamos proponer una democratización fonda de los OPIS pa promover la so autonomía de xestión y investigadora. Vamos reformar los estatutos de los OPIS y vamos desarrollar planes estratéxicos pluriañales adecuaos a cada organismu. La transición hacia la democratización institucional tien que dir acompañada d’una correlativa asunción de responsabilidaes y rindimientu de cuentes."	http://lasonrisadeunpais.es/fb-share/programa/ast/41.html
42	Democracia Económica	Creación d’un observatoriu pa la defensa de la tresparencia nel accesu y xestión de les instituciones investigadores y universitaries.	"Cola fin d’acabar cola falta de tresparencia, sobre manera nos procesos de selección y accesu nes instituciones investigadores o universitaries, vamos crear un observatoriu pa la defensa de la tresparencia nel accesu y xestión de les instituciones investigadores y universitaries
.
Amás, l’observatoriu va actuar contra otros problemes sistémicos d’estes instituciones que provoquen arbitrariedaes y inxusticies nel accesu a la carrera docente y a la investigadora, como, por exemplu, la situación de precariedá del personal.

L’observatoriu va formar parte d’una futura axencia d’evaluación y va sirvir de sistema d’alerta sobre los problemes de tresparencia nos muérganos y procesos de les instituciones públiques d’investigación y universidaes. Va ser un organismu abiertu a la ciudadanía y receptivu a quexes sobre la falta de tresparencia y equidá nel sistema español d’investigación."	http://lasonrisadeunpais.es/fb-share/programa/ast/42.html
43	Democracia Económica	Investigación y docencia flexibles y autónomes.	"Vamos promover una meyora del sistema públicu d’evaluación docente y investigadora que garantice la promoción de la innovación y l’autonomía en tolos niveles de la investigación y la educación.

Vamos cambiar les vieyes estructures de xerarquía piramidal con designaciones (y destituciones) feches pol Estáu y vamos avanzar hacia una gobernanza basada na meritocracia, na que los responsables de la xestión rindan cuentes sobre los resultaos énte’l Parllamentu, énte los propios colectivos xestionaos y énte la sociedá en xeneral."	http://lasonrisadeunpais.es/fb-share/programa/ast/43.html
